Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2021-11-17,Book,Self Disposal,Passiton.org,
2021-11-17,Potato Chip Bag,House Collection,,BUKIT BATOK ROAD
2021-11-17,Shampoo Bottle,House Collection,Greensquare,
2021-11-17,Backpacks,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-17,Paint Container,Self Disposal,Ezi,
2021-11-17,Glass Medicine Bottle,Self Disposal,Tidy,
2021-11-17,Facial Cleanser Bottle,Self Disposal,PWC-800 Super,
2021-11-18,Facial Cleanser Bottle,Self Disposal,PWC-800 Super,
2021-11-18,Shampoo Bottle,House Collection,,SENNETT PLACE
2021-11-18,Detergent Bottle,Self Disposal,PWC-Sembwaste,
2021-11-18,Facial Cleanser Bottle,Self Disposal,Passiton.org,
2021-11-18,Shampoo Bottle,House Collection,,SUMANG LINK
2021-11-18,Shampoo Bottle,House Collection,PWC-Alba-WH,
2021-11-18,Facial Cleanser Bottle,House Collection,Greensquare,
2021-11-18,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,
2021-11-19,Crockery,House Collection,,JALAN AYER
2021-11-19,Flyer,Self Disposal,,PADANG CHANCERY
2021-11-19,Bodywash Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-11-19,Aerosol Can,Self Disposal,Passiton.org,
2021-11-19,Glass Cosmetic Bottle,House Collection,,BUKIT BATOK EAST AVENUE 5
2021-11-19,Network Hubs,Self Disposal,,DUNBAR WALK
2021-11-19,Walkers,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-19,Glass Cosmetic Bottle,Self Disposal,,LORONG PUNTONG
2021-11-19,Detergent Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-19,Bodywash Bottle,House Collection,,KANG CHOO BIN WALK
2021-11-20,Shampoo Bottle,Self Disposal,PWC-Sembwaste,
2021-11-20,Glass Drink Bottle,House Collection,Greensquare,
2021-11-20,Toasters,Self Disposal,,CLUB STREET
2021-11-20,Paper Bag,Self Disposal,PWC-Sembwaste,
2021-11-20,Paint Container,House Collection,,KAKI BUKIT ROAD 1
2021-11-20,Facial Cleanser Bottle,House Collection,Alba,
2021-11-20,Desktop Monitors,House Collection,PWC-Alba-WH,
2021-11-20,Facial Cleanser Bottle,Self Disposal,,JALAN RESAK
2021-11-20,Ceramic,Self Disposal,,STAMFORD ROAD
2021-11-20,Plastic Bag,House Collection,,INGGU ROAD
2021-11-20,Plastic Egg Tray,House Collection,Greensquare,
2021-11-20,Facial Cleanser Bottle,House Collection,Alba,
2021-11-20,Cassette Tape,Self Disposal,Alba E-waste Smart Recycling,
2021-11-20,Glass Cosmetic Bottle,Self Disposal,Salvation Army,
2021-11-20,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-20,Paint Container,House Collection,,MERANTI LANE
2021-11-20,Detergent Bottle,House Collection,,BISHAN ROAD
2021-11-20,Crockery,Self Disposal,,BEDOK NORTH ROAD
2021-11-21,Aerosol Can,House Collection,,KAKI BUKIT AVENUE 2
2021-11-21,Toys,Self Disposal,Passiton.org,
2021-11-21,Beer Bottle,House Collection,,KOH SEK LIM ROAD
2021-11-21,Metal Bottle Cap,Self Disposal,,CAVAN ROAD
2021-11-21,Magazine Wrapper,House Collection,Greensquare,
2021-11-21,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2021-11-21,Writing Paper,House Collection,,FOWLIE ROAD
2021-11-21,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,
2021-11-21,Bodywash Bottle,Self Disposal,,LORONG 21 GEYLANG
2021-11-21,Biscuit Tin,Self Disposal,Passiton.org,
2021-11-21,Electric Mobility Scooters,Self Disposal,,YUNG HO WALK
2021-11-21,Pencils,Self Disposal,PWC-800 Super,
2021-11-21,Plastic Bag,Self Disposal,,QUEEN'S ROAD
2021-11-21,Paint Container,House Collection,,MALTA CRESCENT
2021-11-21,Red Packet,House Collection,,WOODLANDS INDUSTRIAL PARK E4
2021-11-21,CD,House Collection,,SERANGOON AVENUE 2
2021-11-21,Aerosol Can,Self Disposal,,KEAT HONG LINK
2021-11-21,Belts,House Collection,Alba,
2021-11-21,Detergent Bottle,House Collection,PWC-Alba-WH,
2021-11-22,Shampoo Bottle,House Collection,,HENDERSON CRESCENT
2021-11-22,Detergent Bottle,Self Disposal,Tidy,
2021-11-22,Aerosol Can,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-22,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2021-11-22,Dolls,House Collection,,TAMPINES AVENUE 5
2021-11-22,Juice Carton,House Collection,Alba,
2021-11-22,Video Tape,Self Disposal,Alba E-waste Smart Recycling,
2021-11-22,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2021-11-22,Video Tape,Self Disposal,PWC-Sembwaste,
2021-11-22,Toasters,Self Disposal,Passiton.org,
2021-11-22,Pencils,House Collection,,CUPPAGE ROAD
2021-11-22,Aerosol Can,House Collection,Greensquare,
2021-11-22,Facial Cleanser Bottle,House Collection,,BROADRICK ROAD
2021-11-22,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-11-23,Biscuit Tin,House Collection,,FORT CANNING ROAD
2021-11-23,Bodywash Bottle,House Collection,,SPRINGWOOD CRESCENT
2021-11-23,Glass Cosmetic Bottle,House Collection,PWC-Alba-WH,
2021-11-23,Desktop Monitors,House Collection,PWC-Alba-WH,
2021-11-23,Paper Envelope With Window,House Collection,Greensquare,
2021-11-23,Shampoo Bottle,Self Disposal,,MOSQUE STREET
2021-11-23,Brochure,House Collection,,CASHEW LINK
2021-11-23,Printed Paper,House Collection,Greensquare,
2021-11-23,Shampoo Bottle,Self Disposal,Passiton.org,
2021-11-23,Detergent Bottle,House Collection,,PEACH GARDEN
2021-11-23,Plastic Bag,House Collection,,BAKER STREET
2021-11-23,Detergent Bottle,Self Disposal,,BAGHDAD STREET
2021-11-23,Wireless Access Points,House Collection,,JURONG WEST STREET 62
2021-11-23,Canned Food Can,Self Disposal,PWC-800 Super,
2021-11-23,Paper Cup,Self Disposal,Passiton.org,
2021-11-23,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,
2021-11-24,Glass Cosmetic Bottle,House Collection,,UPPER BUKIT TIMAH ROAD
2021-11-24,Shredded Paper,House Collection,,GEYLANG ROAD
2021-11-24,Shampoo Bottle,Self Disposal,,SENGKANG WEST ROAD
2021-11-24,Glass Cosmetic Bottle,Self Disposal,,PHOENIX WALK
2021-11-24,Paper Receipt,Self Disposal,,CHIN SWEE ROAD
2021-11-24,Glass Medicine Bottle,House Collection,,TAH CHING ROAD
2021-11-24,Canned Food Can,House Collection,,LILY AVENUE
2021-11-24,Aerosol Can,Self Disposal,Ezi,
2021-11-24,Canned Food Can,House Collection,,ANN SIANG ROAD
2021-11-25,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,
2021-11-25,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2021-11-25,Desktop Monitors,House Collection,,BUKIT TERESA CLOSE
2021-11-25,Canned Food Can,Self Disposal,,ALMOND CRESCENT
2021-11-25,Instant Noodles,House Collection,,LORONG BANDANG
2021-11-25,Switches,House Collection,Alba,
2021-11-25,Beer Bottle,House Collection,,JERVOIS LANE
2021-11-26,Paper Plate,Self Disposal,,BEO CRESCENT
2021-11-26,Aerosol Can,Self Disposal,,FABER HEIGHTS
2021-11-26,Shorts,House Collection,,ANG MO KIO INDUSTRIAL PARK 2
2021-11-26,Paper Envelope,Self Disposal,Ezi,
2021-11-26,Shampoo Bottle,House Collection,,ANG MO KIO STREET 13
2021-11-26,Bodywash Bottle,Self Disposal,,UBI ROAD 2
2021-11-26,Biscuit Tin,House Collection,PWC-Alba-WH,
2021-11-26,Paper Towel,House Collection,,SUNSET VIEW
2021-11-26,Sandals,House Collection,,TEMBUSU CRESCENT
2021-11-26,Paint Container,House Collection,PWC-Alba-WH,
2021-11-26,Aerosol Can,Self Disposal,Passiton.org,
2021-11-26,Melamine,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-27,Glass Cosmetic Bottle,House Collection,,WHITE HOUSE ROAD
2021-11-27,Sanitary Pad,Self Disposal,,FLORENCE ROAD
2021-11-27,Egg Tray,House Collection,Greensquare,
2021-11-27,High Chairs,Self Disposal,PWC-Sembwaste,
2021-11-27,Bodywash Bottle,House Collection,,MAKEPEACE ROAD
2021-11-27,Shampoo Bottle,Self Disposal,Tidy,
2021-11-27,Telephone Directory,House Collection,,SIN MING DRIVE
2021-11-27,Juice Carton,Self Disposal,,JALAN LIMAU PURUT
2021-11-27,Bodywash Bottle,Self Disposal,,SOUTH BRIDGE ROAD
2021-11-27,Metal Drink Can,Self Disposal,PWC-Sembwaste,
2021-11-27,Beer Bottle,House Collection,,TOH HEIGHTS
2021-11-27,Detergent Bottle,Self Disposal,PWC-Sembwaste,
2021-11-27,Carriers,Self Disposal,,JALAN BOON LAY
2021-11-27,Canned Food Can,House Collection,,WOODLANDS RISE
2021-11-27,Plastic Bag,House Collection,,GOLDEN WALK
2021-11-27,Carriers,Self Disposal,,PIONEER SECTOR WALK
2021-11-28,Printer Ink Cartridge,House Collection,,LORONG 102 CHANGI
2021-11-28,Sauce Bottle,House Collection,,TAI THONG CRESCENT
2021-11-28,Telephone Directory,House Collection,Alba,
2021-11-28,Canned Food Can,House Collection,,SERAYA AVENUE
2021-11-28,Printed Paper,Self Disposal,,UPPER PICKERING STREET
2021-11-28,Beds,House Collection,,XILIN AVENUE
2021-11-28,Shampoo Bottle,House Collection,,DELHI ROAD
2021-11-28,Paper Envelope With Window,Self Disposal,Passiton.org,
2021-11-28,Detergent Bottle,House Collection,,COUNTRYSIDE PLACE
2021-11-28,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-11-28,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-28,Cassette Tape,Self Disposal,PWC-800 Super,
2021-11-28,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-28,Cassette Tape,Self Disposal,Passiton.org,
2021-11-28,Walkers,House Collection,,LORONG 29 GEYLANG
2021-11-28,Sofas,House Collection,,JASMINE ROAD
2021-11-28,Plastic Food Bottle,House Collection,,MOUNT PLEASANT DRIVE
2021-11-28,Glass Cosmetic Bottle,House Collection,,KEPPEL BAY VIEW
2021-11-28,Potato Chip Bag,House Collection,,SIMEI STREET 6
2021-11-28,Biscuit Tin,Self Disposal,Tidy,
2021-11-29,Desktop Monitors,Self Disposal,PWC-800 Super,
2021-11-29,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-29,Beer Bottle,Self Disposal,Ezi,
2021-11-29,Shredded Paper,Self Disposal,,LIMAU GARDEN
2021-11-29,Brochure,House Collection,,THE KNOLLS
2021-11-29,Paper Packaging,Self Disposal,,BOON LAY PLACE
2021-11-29,Shampoo Bottle,Self Disposal,,LOTHIAN TERRACE
2021-11-29,Tablets,Self Disposal,,RIPLEY CRESCENT
2021-11-29,Laptops,House Collection,,KIM CHUAN LANE
2021-11-29,Paint Container,House Collection,Greensquare,
2021-11-29,Contact Lens Blister,House Collection,Greensquare,
2021-11-29,Paint Container,Self Disposal,,ROSYTH AVENUE
2021-11-29,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-11-29,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2021-11-29,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2021-11-30,Canned Food Can,House Collection,,HOLLAND GREEN
2021-11-30,Beer Bottle,House Collection,,LLOYD ROAD
2021-11-30,Glass Cosmetic Bottle,Self Disposal,,CHEMPAKA KUNING LINK
2021-11-30,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-11-30,Canned Food Can,Self Disposal,Alba E-waste Smart Recycling,
2021-11-30,Personal Mobility Devices,Self Disposal,Tidy,
2021-11-30,Paper Cup,House Collection,,INGGU ROAD
2021-11-30,Milk Carton,Self Disposal,Ezi,
2021-11-30,Glass Medicine Bottle,Self Disposal,,TOH CRESCENT
2021-11-30,Cassette Tape,House Collection,,BINJAI WALK
2021-11-30,Shorts,Self Disposal,PWC-Sembwaste,
2021-11-30,Glass Cosmetic Bottle,Self Disposal,Tidy,
2021-11-30,Paint Container,Self Disposal,Tidy,
2021-11-30,Canned Food Can,Self Disposal,,HOLT ROAD
2021-12-01,Power Assisted Bicycles,House Collection,Alba,
2021-12-01,Televisions,Self Disposal,,TORONTO ROAD
2021-12-01,Markers,Self Disposal,,BARBARY WALK
2021-12-01,Shampoo Bottle,House Collection,,JALAN KLINIK
2021-12-01,Newspaper,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-01,Aerosol Can,Self Disposal,,ROCHALIE DRIVE
2021-12-01,Packet Drink,Self Disposal,Alba E-waste Smart Recycling,
2021-12-01,Glass Medicine Bottle,House Collection,,BLACKMORE DRIVE
2021-12-01,Beer Bottle,Self Disposal,,MERANTI VIEW
2021-12-01,Toilet Paper Roll,House Collection,Alba,
2021-12-01,Canned Food Can,Self Disposal,,HILLVIEW WAY
2021-12-01,Paint Container,House Collection,,TAMPINES STREET 86
2021-12-02,Facial Cleanser Bottle,House Collection,,GREENWOOD CRESCENT
2021-12-02,Glass Medicine Bottle,Self Disposal,,ORCHARD BOULEVARD
2021-12-02,Biscuit Tin,Self Disposal,Salvation Army,
2021-12-02,Canned Food Can,House Collection,Greensquare,
2021-12-02,Detergent Bottle,House Collection,PWC-Alba-WH,
2021-12-02,Paper Plate,House Collection,Alba,
2021-12-02,Namecard,House Collection,PWC-Alba-WH,
2021-12-02,Paper Receipt,Self Disposal,,AUCKLAND ROAD EAST
2021-12-02,Long Fluorescent Tubes,House Collection,,ASHWOOD GROVE
2021-12-02,Bodywash Bottle,House Collection,PWC-Alba-WH,
2021-12-02,Crockery,Self Disposal,Ezi,
2021-12-03,Facial Cleanser Bottle,Self Disposal,,TOMLINSON ROAD
2021-12-03,Modems,Self Disposal,PWC-800 Super,
2021-12-03,Paper Cup,Self Disposal,PWC-800 Super,
2021-12-03,Greeting Card,Self Disposal,Ezi,
2021-12-03,Canned Food Can,Self Disposal,,YISHUN STREET 71
2021-12-03,Glass Cosmetic Bottle,Self Disposal,,HOLLAND GROVE TERRACE
2021-12-03,High Chairs,House Collection,,JALAN LANA
2021-12-03,Pens,House Collection,,WOODLANDS DRIVE 50
2021-12-03,Facial Cleanser Bottle,Self Disposal,Ezi,
2021-12-03,Canned Food Can,House Collection,PWC-Alba-WH,
2021-12-03,Pens,House Collection,,WELLINGTON ROAD
2021-12-03,Light Bulbs,Self Disposal,Passiton.org,
2021-12-03,Tissue Box,Self Disposal,PWC-Sembwaste,
2021-12-03,Paint Container,Self Disposal,,TUAS SOUTH STREET 6
2021-12-03,CD,Self Disposal,,COMPASSVALE DRIVE
2021-12-03,Detergent Bottle,Self Disposal,,HAIGSVILLE DRIVE
2021-12-04,Plastic Bag,Self Disposal,,OLD TOH TUCK ROAD
2021-12-04,Biscuit Tin,Self Disposal,,PONGGOL SEVENTEENTH AVENUE
2021-12-04,Markers,House Collection,,TUAS SOUTH STREET 1
2021-12-04,Detergent Bottle,Self Disposal,Tidy,
2021-12-04,Metal Bottle Cap,Self Disposal,Tidy,
2021-12-04,Plastic Takeaway Container,Self Disposal,,TUAS AVENUE 9
2021-12-04,Aerosol Can,Self Disposal,Tidy,
2021-12-04,Canned Food Can,Self Disposal,Salvation Army,
2021-12-04,Glass Cosmetic Bottle,House Collection,,TAMPINES AVENUE 7
2021-12-04,Aerosol Can,House Collection,Alba,
2021-12-04,Paint Container,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-04,Glass Cosmetic Bottle,Self Disposal,,LORONG KILAT
2021-12-04,Shampoo Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-04,Aerosol Can,Self Disposal,,BUANGKOK CRESCENT
2021-12-05,Tissue Paper,House Collection,Alba,
2021-12-05,Light Bulbs,Self Disposal,Ezi,
2021-12-05,Paper Cup,Self Disposal,,LORONG 7 REALTY PARK
2021-12-05,Glass Bowl,Self Disposal,,ADMIRALTY LINK
2021-12-05,Board Games,House Collection,Greensquare,
2021-12-05,Tissue Paper,House Collection,Greensquare,
2021-12-05,Baking Glassware,House Collection,,PEAKVILLE TERRACE
2021-12-05,Magazine,Self Disposal,,MELROSE DRIVE
2021-12-05,Paint Container,Self Disposal,PWC-Sembwaste,
2021-12-05,Beer Bottle,House Collection,,WOKING ROAD
2021-12-05,Printer Ink Cartridge,Self Disposal,Passiton.org,
2021-12-05,Computers,Self Disposal,Passiton.org,
2021-12-05,Drinking Straw,Self Disposal,,BIOPOLIS STREET
2021-12-06,Plastic Bag,Self Disposal,Passiton.org,
2021-12-06,Routers,Self Disposal,,COOLING CLOSE
2021-12-06,Bodywash Bottle,House Collection,,MEI CHIN ROAD
2021-12-06,Biscuit Tin,House Collection,,CHANGI COAST ROAD
2021-12-06,Towels,House Collection,,LOYANG AVENUE
2021-12-06,Paper Envelope,House Collection,,WALTON ROAD
2021-12-06,Glass Cosmetic Bottle,House Collection,,PINE LANE
2021-12-06,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-06,Plastic Clothes Hanger,House Collection,,JALAN BESUT
2021-12-06,Bubble Wrap,House Collection,,JALAN SONGKET
2021-12-06,Network Hubs,Self Disposal,,DAISY ROAD
2021-12-06,Glass Medicine Bottle,House Collection,PWC-Alba-WH,
2021-12-06,Instant Noodles,House Collection,PWC-Alba-WH,
2021-12-06,Telephone Directory,House Collection,Alba,
2021-12-06,Paper Envelope,House Collection,Alba,
2021-12-06,High Chairs,Self Disposal,Salvation Army,
2021-12-06,Paint Container,Self Disposal,,UPPER WELD ROAD
2021-12-06,Aerosol Can,Self Disposal,,ADMIRALTY ROAD EAST
2021-12-06,Aerosol Can,Self Disposal,Passiton.org,
2021-12-06,Biscuit Tin,Self Disposal,,AMOY STREET
2021-12-06,Aerosol Can,Self Disposal,,AVIATION PARK ROAD
2021-12-06,Glass Bowl,Self Disposal,Tidy,
2021-12-06,Detergent Bottle,Self Disposal,,BISHAN PLACE
2021-12-06,Aerosol Can,Self Disposal,,WOODLANDS TERRACE
2021-12-07,Bodywash Bottle,Self Disposal,,CARPMAEL ROAD
2021-12-07,Facial Cleanser Bottle,House Collection,,JALAN JORAN
2021-12-07,Shampoo Bottle,House Collection,,ONAN ROAD
2021-12-07,Paper Receipt,House Collection,Alba,
2021-12-07,Magazine,Self Disposal,,MERAGI TERRACE
2021-12-07,Board Games,Self Disposal,,KIM KEAT LANE
2021-12-07,Shampoo Bottle,Self Disposal,,LORONG NANGKA
2021-12-07,Sandals,Self Disposal,PWC-800 Super,
2021-12-07,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-07,Bodywash Bottle,Self Disposal,,RAFFLES AVENUE
2021-12-07,Sofas,Self Disposal,Salvation Army,
2021-12-07,Glass Cosmetic Bottle,House Collection,Greensquare,
2021-12-07,Plant,House Collection,,JALAN TEKUKOR
2021-12-07,Slippers,Self Disposal,Passiton.org,
2021-12-07,Glass Medicine Bottle,House Collection,,LEMBU ROAD
2021-12-07,Paint Container,Self Disposal,,BIDADARI PARK DRIVE
2021-12-08,Plastic Film Packaging,Self Disposal,Alba E-waste Smart Recycling,
2021-12-08,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-08,Wax Paper,Self Disposal,PWC-800 Super,
2021-12-08,Facial Cleanser Bottle,Self Disposal,,JALAN TUA KONG
2021-12-08,Printer Ink Cartridge,Self Disposal,,SERAYA CRESCENT
2021-12-08,Rice,House Collection,,GROVE DRIVE
2021-12-08,Ceramic,Self Disposal,,PETAIN ROAD
2021-12-08,Televisions,Self Disposal,,LINCOLN ROAD
2021-12-08,Canned Food Can,Self Disposal,PWC-Sembwaste,
2021-12-08,Jam Bottle,Self Disposal,,WOODLANDS DRIVE 42
2021-12-08,Canned Food Can,Self Disposal,,HOLLAND GROVE TERRACE
2021-12-08,Canned Food Can,Self Disposal,Passiton.org,
2021-12-08,Drinking Straw,House Collection,,CLEMENTI AVENUE 3
2021-12-08,Biscuit Tin,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-08,Beer Bottle,House Collection,Greensquare,
2021-12-08,Reusable Bags,Self Disposal,,JURONG WEST STREET 72
2021-12-08,Beds,Self Disposal,,LORONG PENDEK
2021-12-08,CD Case,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-08,Beer Bottle,House Collection,,TAVISTOCK AVENUE
2021-12-09,Rice Cookers,Self Disposal,,ROCHDALE ROAD
2021-12-09,Bodywash Bottle,House Collection,,JALAN SERENGAM
2021-12-09,Milk Carton,Self Disposal,PWC-Sembwaste,
2021-12-09,Glass Medicine Bottle,Self Disposal,,VENUS ROAD
2021-12-09,Glass Plate,House Collection,,MILLER STREET
2021-12-09,Contact Lens Blister,Self Disposal,,WEST COAST HIGHWAY
2021-12-09,Bodywash Bottle,Self Disposal,,LOK YANG WAY
2021-12-09,Aerosol Can,House Collection,,PINE LANE
2021-12-09,Coffee Capsules,House Collection,Greensquare,
2021-12-10,Aerosol Can,House Collection,Alba,
2021-12-10,Biscuit Tin,House Collection,,CASUARINA ROAD
2021-12-10,Beer Bottle,Self Disposal,,REGENT STREET
2021-12-10,Printed Paper,Self Disposal,Alba E-waste Smart Recycling,
2021-12-10,Carton Box,Self Disposal,,ADMIRALTY LANE
2021-12-10,Plastic Film Packaging,Self Disposal,,KITCHENER LINK
2021-12-10,Glass Cosmetic Bottle,House Collection,,TAMPINES STREET 84
2021-12-10,Pyrex Glass,House Collection,,ROYAL ROAD
2021-12-11,Irons,House Collection,,JALAN MAHIR
2021-12-11,Aerosol Can,Self Disposal,Ezi,
2021-12-11,Biscuit Tin,House Collection,Alba,
2021-12-11,Refrigerators,Self Disposal,PWC-Sembwaste,
2021-12-11,Food Jar,Self Disposal,Ezi,
2021-12-11,Wine Bottle,House Collection,PWC-Alba-WH,
2021-12-11,Facial Cleanser Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-11,Watches,Self Disposal,,KERAMAT ROAD
2021-12-11,Canned Food Can,House Collection,,MINBU ROAD
2021-12-11,Pens,Self Disposal,,SUNGEI KADUT STREET 3
2021-12-11,Glass Medicine Bottle,Self Disposal,Ezi,
2021-12-12,Beer Bottle,Self Disposal,,KALLANG WAY 5
2021-12-12,Shampoo Bottle,Self Disposal,PWC-800 Super,
2021-12-12,Light Bulbs,Self Disposal,Alba E-waste Smart Recycling,
2021-12-12,Paint Container,House Collection,,DURBAN ROAD
2021-12-12,Facial Cleanser Bottle,Self Disposal,,MARINE PARADE ROAD
2021-12-12,Bodywash Bottle,House Collection,,AROOZOO AVENUE
2021-12-12,Bedsheets,House Collection,Alba,
2021-12-12,Personal Mobility Devices,House Collection,,DURBAN ROAD
2021-12-12,Rice,Self Disposal,,STUDENTS WALK
2021-12-12,Facial Cleanser Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,
2021-12-12,Glass Cosmetic Bottle,Self Disposal,,LA SALLE STREET
2021-12-12,Sauce Bottle,House Collection,,PEBBLE LANE
2021-12-12,Glass Medicine Bottle,Self Disposal,,JALAN HAJI ALIAS
2021-12-12,Shirts,House Collection,,KIM TIAN PLACE
2021-12-12,Paper Envelope,Self Disposal,Passiton.org,
2021-12-12,Magazine,House Collection,Alba,
2021-12-12,Glass Medicine Bottle,House Collection,,PENNEFATHER ROAD
2021-12-13,Refrigerators,Self Disposal,,COURT ROAD
2021-12-13,Shredded Paper,Self Disposal,,WHITCHURCH ROAD
2021-12-13,Detergent Bottle,Self Disposal,Tidy,
2021-12-13,Aerosol Can,House Collection,,LEMPENG DRIVE
2021-12-13,Canned Food Can,House Collection,,WOODLANDS STREET 82
2021-12-13,Bodywash Bottle,Self Disposal,,CROWHURST DRIVE
2021-12-13,Styrofoam,House Collection,PWC-Alba-WH,
2021-12-13,Canned Food Can,House Collection,Greensquare,
2021-12-13,Glass Medicine Bottle,House Collection,,LIM CHU KANG LANE 4
2021-12-13,Facial Cleanser Bottle,Self Disposal,PWC-800 Super,
2021-12-13,Facial Cleanser Bottle,Self Disposal,Salvation Army,
2021-12-13,Canned Food Can,Self Disposal,PWC-800 Super,
2021-12-13,Computers,Self Disposal,,EUNOS CRESCENT
2021-12-13,Canned Food Can,House Collection,,BENCOOLEN STREET
2021-12-13,Glass Medicine Bottle,House Collection,Greensquare,
2021-12-13,Detergent Bottle,House Collection,,SHANGHAI ROAD
2021-12-14,Aerosol Can,Self Disposal,PWC-Sembwaste,
2021-12-14,Beer Bottle,Self Disposal,Passiton.org,
2021-12-14,Glass Medicine Bottle,House Collection,,BLOXHOME DRIVE
2021-12-14,Light Bulbs,Self Disposal,Ezi,
2021-12-14,Detergent Bottle,House Collection,,POH HUAT DRIVE
2021-12-14,Routers,Self Disposal,,PARADISE ISLAND
2021-12-14,CD Case,House Collection,,BILAL LANE
2021-12-14,Canned Food Can,House Collection,Alba,
2021-12-14,Air-Conditioners,Self Disposal,PWC-800 Super,
2021-12-14,Switches,Self Disposal,Ezi,
2021-12-14,Carriers,Self Disposal,Salvation Army,
2021-12-14,Power Assisted Bicycles,Self Disposal,,HOUGANG STREET 51
2021-12-15,Paint Container,Self Disposal,Passiton.org,
2021-12-15,Glass Medicine Bottle,House Collection,,LASIA AVENUE
2021-12-15,Canned Food Can,Self Disposal,Ezi,
2021-12-15,Pyrex Glass,Self Disposal,Salvation Army,
2021-12-15,Beer Bottle,Self Disposal,PWC-800 Super,
2021-12-15,Televisions,Self Disposal,PWC-Sembwaste,
2021-12-15,Beer Bottle,Self Disposal,PWC-Sembwaste,
2021-12-15,Paper Towel Roll,Self Disposal,Tidy,
2021-12-15,Beer Bottle,House Collection,,HOW SUN ROAD
2021-12-15,Biscuit Tin,House Collection,,CORFE PLACE
2021-12-15,Beer Bottle,Self Disposal,,LORONG PISANG EMAS
2021-12-15,Beer Bottle,Self Disposal,Ezi,
2021-12-15,Windows,House Collection,,HAIG ROAD
2021-12-15,Canned Food Can,House Collection,,MERAGI CLOSE
2021-12-15,Toasters,House Collection,,PEREIRA ROAD
2021-12-15,Milk Carton,House Collection,,GUL STREET 3
2021-12-15,Reusable Bags,Self Disposal,PWC-Sembwaste,
2021-12-15,Detergent Bottle,Self Disposal,,DUNDEE ROAD
2021-12-16,Printer Ink Cartridge,House Collection,Greensquare,
2021-12-16,Aerosol Can,House Collection,Greensquare,
2021-12-16,Tablets,House Collection,PWC-Alba-WH,
2021-12-16,Paper Receipt,Self Disposal,,FABER GREEN
2021-12-16,Facial Cleanser Bottle,Self Disposal,,TEMBELING ROAD
2021-12-16,Shampoo Bottle,House Collection,Greensquare,
2021-12-16,Beer Bottle,Self Disposal,Ezi,
2021-12-16,Beer Bottle,Self Disposal,,HIGHLAND ROAD
2021-12-16,Desktop Monitors,Self Disposal,Ezi,
2021-12-16,Glass Medicine Bottle,House Collection,,WEST CAMP ROAD
2021-12-16,Shampoo Bottle,Self Disposal,Alba E-waste Smart Recycling,
2021-12-16,Beds,Self Disposal,,LIMBOK TERRACE
2021-12-16,Aerosol Can,House Collection,,WIMBORNE ROAD
2021-12-16,Glass Medicine Bottle,Self Disposal,,LORONG 34 GEYLANG
2021-12-17,Bodywash Bottle,Self Disposal,Passiton.org,
2021-12-17,Gift Wrapping Paper,House Collection,,MAYFLOWER WAY
2021-12-17,Routers,House Collection,,ALMOND AVENUE
2021-12-17,Plastic Cutlery,Self Disposal,PWC-800 Super,
2021-12-17,Computers,Self Disposal,,LOYANG WAY 6
2021-12-17,Glass Cosmetic Bottle,Self Disposal,,BIRCH ROAD
