s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
5767,0.223111795,0.286232244,25/07/2022,Glass Cosmetic Bottle,House Collection,Alba,NA
5768,0.642848205,0.75074472,30/07/2022,Metal Bottle Cap,Self Disposal,NA,GUAN SOON AVENUE
5769,0.708388974,0.425078698,06/06/2022,Sunglasses,Self Disposal,PWC-Sembwaste,NA
5770,0.596014091,0.740176849,08/04/2021,Paper Towel,House Collection,NA,BILAL LANE
5771,0.929464327,0.658935864,10/08/2022,Towels,Self Disposal,NA,KEE CHOE AVENUE
5772,0.267656099,0.648924896,30/10/2022,Glass Medicine Bottle,Self Disposal,NA,WHAMPOA ROAD
5773,0.47949239,0.618944351,24/11/2021,Canned Food Can,House Collection,NA,LILY AVENUE
5774,0.363932575,0.866723088,12/05/2022,Beer Bottle,Self Disposal,NA,PANDAN AVENUE
5775,0.144225932,0.715811248,16/01/2022,Facial Cleanser Bottle,Self Disposal,NA,AMBER GARDENS
5776,0.198043324,0.723814317,23/06/2021,Glass Cosmetic Bottle,House Collection,NA,LORONG ABU TALIB
5777,0.379023783,0.268187969,26/02/2021,Beer Bottle,Self Disposal,Tidy,NA
5778,0.076699168,0.584084453,15/06/2021,Bodywash Bottle,House Collection,NA,CUPPAGE ROAD
5779,0.585868594,0.797689079,22/11/2022,Irons,Self Disposal,NA,RIVERVALE CRESCENT
5780,0.963403691,0.333367025,07/04/2021,Paper Packaging,Self Disposal,Alba E-waste Smart Recycling,NA
5781,0.060541601,0.82676939,22/06/2021,Bodywash Bottle,House Collection,NA,ANG MO KIO AVENUE 8
5782,0.20078823,0.866412257,05/02/2021,Glass Cosmetic Bottle,House Collection,NA,PENJURU LANE
5783,0.421120476,0.760089947,07/10/2021,Biscuit Tin,House Collection,NA,LOYANG WAY 1
5784,0.760486975,0.645401235,26/10/2021,Bubble Wrap,Self Disposal,NA,LORONG 5 TOA PAYOH
5785,0.317141054,0.791741368,01/08/2022,Paint Container,House Collection,NA,JALAN PELIKAT
5786,0.323894674,0.500666486,15/07/2022,Shampoo Bottle,House Collection,NA,STRAITS VIEW
5787,0.693896135,0.768765687,31/01/2021,Televisions,House Collection,NA,PASIR RIS FARMWAY 1
5788,0.331918626,0.036454058,13/10/2021,Shampoo Bottle,House Collection,Greensquare,NA
5789,0.061798921,0.927562285,04/01/2021,Bodywash Bottle,House Collection,NA,JALAN LEKAR
5790,0.225742579,0.600948904,26/08/2022,Glass Cosmetic Bottle,House Collection,NA,SETON CLOSE
5791,0.04648396,0.274611725,26/03/2022,Bodywash Bottle,House Collection,Alba,NA
5792,0.56195267,0.68959484,24/02/2021,CD,Self Disposal,NA,LORONG MARICAN
5793,0.268770004,0.124997812,21/08/2021,Glass Medicine Bottle,Self Disposal,Salvation Army,NA
5794,0.65755969,0.188792577,06/10/2022,Contact Lens Blister,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5795,0.969177865,0.107700792,03/02/2022,Towels,Self Disposal,Salvation Army,NA
5796,0.187170901,0.302898865,08/10/2021,Glass Cosmetic Bottle,House Collection,Alba,NA
5797,0.025742361,0.567843664,19/10/2021,Aerosol Can,Self Disposal,NA,BAGHDAD STREET
5798,0.724128264,0.891918393,06/07/2022,Shredded Paper,House Collection,NA,LIEN YING CHOW DRIVE
5799,0.489929517,0.856329092,13/07/2022,Canned Food Can,House Collection,NA,TOH TUCK DRIVE
5800,0.953241066,0.287458081,16/07/2021,Medicine Blister Pack,House Collection,Alba,NA
5801,0.857769576,0.246827191,04/09/2022,Canned Food Can,Self Disposal,Tidy,NA
5802,0.722732577,0.32506365,30/04/2021,Paper Bag,Self Disposal,Alba E-waste Smart Recycling,NA
5803,0.832585656,0.466305413,11/06/2021,Personal Mobility Devices,Self Disposal,PWC-800 Super,NA
5804,0.776445595,0.534141474,01/03/2022,Plant,House Collection,NA,CORNWALL ROAD
5805,0.871127013,0.751314949,10/06/2021,Set-Top Boxes,Self Disposal,NA,BEDOK RIA CRESCENT
5806,0.779107074,0.13112999,24/08/2021,Metal Drink Can,Self Disposal,Salvation Army,NA
5807,0.352083404,0.494767169,09/04/2021,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
5808,0.105577126,0.782990239,05/07/2021,Detergent Bottle,House Collection,NA,LORONG HALUS
5809,0.491835047,0.02747515,14/08/2022,Canned Food Can,House Collection,Greensquare,NA
5810,0.729162618,0.041694801,07/07/2022,Biscuits,House Collection,Greensquare,NA
5811,0.421310295,0.57740672,21/08/2022,Biscuit Tin,Self Disposal,NA,ROBERTS LANE
5812,0.273897715,0.593635757,31/01/2021,Paint Container,Self Disposal,NA,SWETTENHAM CLOSE
5813,0.534663162,0.119293968,15/11/2022,Refrigerators,Self Disposal,Salvation Army,NA
5814,0.132624885,0.436812492,10/01/2021,Detergent Bottle,Self Disposal,PWC-Sembwaste,NA
5815,0.342855674,0.699762787,07/10/2021,Shampoo Bottle,Self Disposal,NA,STILL ROAD
5816,0.999204348,0.565122207,01/09/2022,Calendar,House Collection,NA,LIANG SEAH STREET
5817,0.033617492,0.559987096,01/03/2021,Aerosol Can,Self Disposal,NA,COLLEGE ROAD
5818,0.330774842,0.396871049,21/02/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
5819,0.806751557,0.7386485,14/11/2022,High Chairs,Self Disposal,NA,JALAN LIMAU MANIS
5820,0.452021398,0.356838977,08/04/2022,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,NA
5821,0.321880793,0.971238077,30/03/2021,Shampoo Bottle,House Collection,NA,LENTOR LINK
5822,0.632560197,0.378999175,02/08/2021,Set-Top Boxes,House Collection,PWC-Alba-WH,NA
5823,0.323574284,0.813463775,16/07/2021,Shampoo Bottle,House Collection,NA,SERANGOON GARDEN RISE
5824,0.122696911,0.370104677,08/02/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
5825,0.115496344,0.023353659,03/06/2021,Detergent Bottle,House Collection,Greensquare,NA
5826,0.848668253,0.963202101,24/05/2022,Canned Food/Drinks,House Collection,NA,YISHUN STREET 42
5827,0.249052182,0.670977764,03/11/2022,Glass Medicine Bottle,House Collection,NA,HAPPY AVENUE EAST
5828,0.15768997,0.912443244,13/07/2022,Facial Cleanser Bottle,Self Disposal,NA,PHOENIX ROAD
5829,0.733249256,0.499400494,03/04/2022,Personal Mobility Devices,Self Disposal,PWC-800 Super,NA
5830,0.957475007,0.69935911,04/03/2021,Food Jar,Self Disposal,NA,TENG TONG ROAD
5831,0.087197968,0.652825506,25/02/2021,Bodywash Bottle,House Collection,NA,JALAN DATOH
5832,0.054135499,0.774562541,23/06/2021,Bodywash Bottle,House Collection,NA,TAMPINES STREET 83
5833,0.046019471,0.668146423,23/10/2021,Bodywash Bottle,House Collection,NA,JALAN MULIA
5834,0.07846484,0.447552177,17/10/2021,Bodywash Bottle,Self Disposal,PWC-Sembwaste,NA
5835,0.518027076,0.639521387,11/04/2022,Plant,Self Disposal,NA,MOUNT ROSIE ROAD
5836,0.194162576,0.176522333,07/02/2021,Glass Cosmetic Bottle,Self Disposal,Ezi,NA
5837,0.897763425,0.188715936,08/06/2021,Food Jar,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5838,0.038080665,0.31859745,15/11/2022,Aerosol Can,Self Disposal,Alba E-waste Smart Recycling,NA
5839,0.715041576,0.139984992,16/05/2022,Paper Cup,Self Disposal,Ezi,NA
5840,0.014036604,0.071976382,10/11/2022,Aerosol Can,Self Disposal,Passiton.org,NA
5841,0.468870181,0.922573314,17/11/2022,Canned Food Can,Self Disposal,NA,CHOA CHU KANG STREET 52
5842,0.1782532,0.386413659,18/02/2021,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,NA
5843,0.042770576,0.911964494,20/02/2021,Aerosol Can,House Collection,NA,BUKIT BATOK EAST AVENUE 2
5844,0.350299493,0.790878331,17/11/2022,Shampoo Bottle,Self Disposal,NA,JALAN USAHA
5845,0.508356163,0.285847212,07/08/2022,Car Seats,House Collection,Alba,NA
5846,0.751612067,0.647348895,17/04/2022,Routers,Self Disposal,NA,SAINT GEORGE'S ROAD
5847,0.500355285,0.512889276,02/04/2021,Glass Drink Bottle,House Collection,NA,CANTONMENT CLOSE
5848,0.667569993,0.386840565,27/05/2022,Carriers,House Collection,PWC-Alba-WH,NA
5849,0.516726629,0.784741473,24/03/2021,Potato Chip Bag,House Collection,NA,TAI KENG GARDENS
5850,0.902015846,0.777120783,07/01/2022,Paper Receipt,Self Disposal,NA,TAMPINES INDUSTRIAL AVENUE 4
5851,0.228344491,0.829067377,10/09/2021,Glass Medicine Bottle,House Collection,NA,SHANGRI-LA WALK
5852,0.015197445,0.955037612,12/07/2022,Aerosol Can,House Collection,NA,SENOKO ROAD
5853,0.23979894,0.207324462,07/12/2021,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5854,0.559454786,0.873807832,09/11/2021,Biscuit Tin,House Collection,NA,MERLIMAU PLACE
5855,0.52224139,0.553968233,13/11/2021,CD Case,House Collection,NA,DELTA AVENUE
5856,0.327551011,0.403519777,01/02/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
5857,0.426797383,0.511642718,31/12/2021,Biscuit Tin,House Collection,NA,PECK SEAH STREET
5858,0.52737579,0.93398382,12/11/2021,Pens,Self Disposal,NA,SUNGEI KADUT STREET 3
5859,0.862455742,0.827481399,06/07/2022,Paper Towel Roll,Self Disposal,NA,ANG MO KIO STREET 12
5860,0.161016882,0.979886789,20/07/2021,Facial Cleanser Bottle,Self Disposal,NA,SELETAR AEROSPACE RISE
5861,0.78697222,0.772832065,04/06/2021,High Chairs,Self Disposal,NA,TAMPINES CENTRAL 7
5862,0.064019051,0.369689114,31/07/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
5863,0.306830592,0.69157436,09/09/2022,Paint Container,Self Disposal,NA,WARINGIN PARK
5864,0.626387116,0.267658828,24/02/2022,Slippers,Self Disposal,Tidy,NA
5865,0.448206975,0.537048936,25/09/2021,Biscuit Tin,Self Disposal,NA,CLEMENTI WEST STREET 1
5866,0.380593934,0.587237248,02/03/2021,Beer Bottle,House Collection,NA,RIVER VALLEY GROVE
5867,0.243449518,0.523913979,22/10/2021,Glass Medicine Bottle,House Collection,NA,PRESTON ROAD
5868,0.165951524,0.374827899,16/07/2021,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,NA
5869,0.573223425,0.319786009,13/04/2021,Wireless Access Points,Self Disposal,Alba E-waste Smart Recycling,NA
5870,0.280515589,0.693546213,27/08/2021,Paint Container,Self Disposal,NA,LENGKONG EMPAT
5871,0.752889941,0.599833423,16/01/2021,Clothes Dryers,House Collection,NA,TAMAN SERASI
5872,0.775359882,0.197859691,26/03/2021,Pyrex Glass,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5873,0.221526911,0.922220398,30/08/2022,Glass Cosmetic Bottle,Self Disposal,NA,CHOA CHU KANG LOOP
5874,0.695874858,0.271486445,10/08/2021,Styrofoam,Self Disposal,Tidy,NA
5875,0.797675746,0.970430597,30/10/2021,Paint Container,House Collection,NA,YIO CHU KANG DRIVE
5876,0.708600934,0.301516979,07/01/2022,Watches,House Collection,Alba,NA
5877,0.005811041,0.977277148,24/11/2022,Aerosol Can,House Collection,NA,FERNVALE LANE
5878,0.963657381,0.113107158,19/08/2021,Irons,Self Disposal,Salvation Army,NA
5879,0.776125932,0.19116337,18/04/2021,Windows,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5880,0.108389732,0.153908284,04/11/2021,Detergent Bottle,Self Disposal,Ezi,NA
5881,0.791715651,0.853337914,27/03/2021,Switches,Self Disposal,NA,BINJAI HILL
5882,0.445366168,0.017258756,30/01/2021,Biscuit Tin,House Collection,Greensquare,NA
5883,0.228308155,0.032824477,04/01/2022,Glass Medicine Bottle,House Collection,Greensquare,NA
5884,0.37214531,0.466519682,19/05/2021,Beer Bottle,Self Disposal,PWC-800 Super,NA
5885,0.453294689,0.280621594,28/06/2021,Biscuit Tin,House Collection,Alba,NA
5886,0.178728069,0.96414287,11/05/2022,Facial Cleanser Bottle,Self Disposal,NA,YISHUN AVENUE 2
5887,0.468536295,0.510666915,24/11/2021,Canned Food Can,House Collection,NA,ANN SIANG ROAD
5888,0.945056932,0.866782398,15/02/2021,Board Games,House Collection,NA,JURONG TOWN HALL ROAD
5889,0.776496557,0.978452828,14/07/2021,Plant,House Collection,NA,SELETAR AEROSPACE AVENUE
5890,0.418732716,0.413432895,04/01/2021,Biscuit Tin,Self Disposal,PWC-Sembwaste,NA
5891,0.795358923,0.433271161,05/10/2021,Styrofoam,Self Disposal,PWC-Sembwaste,NA
5892,0.564911169,0.554145733,14/09/2021,Printed Paper,House Collection,NA,KIM TIAN PLACE
5893,0.776787227,0.974995731,14/08/2022,Coffee Capsules,House Collection,NA,LENTOR TERRACE
5894,0.635152773,0.413823095,13/07/2022,Medicine Blister Pack,Self Disposal,PWC-Sembwaste,NA
5895,0.78349518,0.270382219,24/03/2022,Plastic Film Packaging,Self Disposal,Tidy,NA
5896,0.566025975,0.558512798,13/10/2022,Irons,House Collection,NA,PENG NGUAN STREET
5897,0.649827106,0.486542935,30/04/2021,Canned Food/Drinks,Self Disposal,PWC-800 Super,NA
5898,0.576593467,0.948966153,18/06/2021,Styrofoam,Self Disposal,NA,SEMBAWANG CRESCENT
5899,0.522409947,0.835218059,18/01/2021,Egg Tray,House Collection,NA,BISHAN STREET 25
5900,0.084998024,0.380465989,31/12/2021,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
5901,0.632521613,0.546109868,19/10/2022,Set-Top Boxes,Self Disposal,NA,WEYHILL CLOSE
5902,0.093408881,0.660331733,03/08/2021,Detergent Bottle,House Collection,NA,GENTING LANE
5903,0.761688838,0.399094483,10/08/2021,Greeting Card,House Collection,PWC-Alba-WH,NA
5904,0.023141003,0.314288043,17/10/2021,Aerosol Can,House Collection,Alba,NA
5905,0.191038691,0.00132359,05/02/2021,Glass Cosmetic Bottle,House Collection,Greensquare,NA
5906,0.88114217,0.700726549,29/07/2022,Magazine,Self Disposal,NA,PULASAN ROAD
5907,0.552457897,0.604784878,08/11/2022,Network Hubs,House Collection,NA,DRAYCOTT DRIVE
5908,0.024579194,0.25982114,20/07/2021,Aerosol Can,Self Disposal,Tidy,NA
5909,0.915547633,0.560406487,23/10/2022,Disposable Wooden Chopstick,House Collection,NA,CANNING WALK
5910,0.321824225,0.591041012,10/03/2022,Shampoo Bottle,Self Disposal,NA,EBER ROAD
5911,0.837424642,0.780215691,11/06/2022,Paint Container,House Collection,NA,HOUGANG AVENUE 10
5912,0.76004046,0.264950668,31/12/2021,Wine Bottle,Self Disposal,Tidy,NA
5913,0.695309799,0.061584524,12/09/2022,Paper Plate,Self Disposal,Passiton.org,NA
5914,0.113141927,0.249697621,25/03/2021,Detergent Bottle,Self Disposal,Tidy,NA
5915,0.175179249,0.639401437,21/03/2021,Facial Cleanser Bottle,House Collection,NA,SINARAN DRIVE
5916,0.812265929,0.757626539,28/11/2022,Long Fluorescent Tubes,Self Disposal,NA,MARIAM WALK
5917,0.594159492,0.858228634,16/06/2022,Power Assisted Bicycles,House Collection,NA,SUNSET CRESCENT
5918,0.946954198,0.540993689,07/02/2022,Sunglasses,Self Disposal,NA,FABER GROVE
5919,0.713143353,0.305546389,16/04/2021,Electric Mobility Scooters,House Collection,Alba,NA
5920,0.130492517,0.396818102,16/06/2021,Detergent Bottle,House Collection,PWC-Alba-WH,NA
5921,0.756072145,0.922243159,20/07/2021,Wax Paper,Self Disposal,NA,CHOA CHU KANG LOOP
5922,0.931204547,0.436901471,18/10/2021,Printer Ink Cartridge,Self Disposal,PWC-Sembwaste,NA
5923,0.321827988,0.59697127,15/10/2022,Shampoo Bottle,Self Disposal,NA,HOLT ROAD
5924,0.221654662,0.090522709,15/11/2022,Glass Cosmetic Bottle,Self Disposal,Passiton.org,NA
5925,0.842042013,0.717816548,21/06/2021,Paper Bag,House Collection,NA,EAST COAST AVENUE
5926,0.276361812,0.237080409,11/03/2022,Paint Container,Self Disposal,Tidy,NA
5927,0.214686823,0.859685773,12/04/2021,Glass Cosmetic Bottle,Self Disposal,NA,LORONG KILAT
5928,0.205942356,0.966775528,28/06/2022,Glass Cosmetic Bottle,House Collection,NA,JALAN SERENGAM
5929,0.947223734,0.230548442,04/09/2021,Blouses,Self Disposal,Tidy,NA
5930,0.20011067,0.622881805,07/01/2021,Glass Cosmetic Bottle,House Collection,NA,GREENLEAF LANE
5931,0.534925049,0.032662209,28/06/2022,Washing Machines,House Collection,Greensquare,NA
5932,0.351530118,0.770995002,05/10/2022,Shampoo Bottle,House Collection,NA,SIMEI STREET 5
5933,0.769620943,0.373280883,18/09/2022,Chairs,House Collection,PWC-Alba-WH,NA
5934,0.641085114,0.122502897,04/11/2021,Brochure,Self Disposal,Salvation Army,NA
5935,0.414469172,0.552092906,19/03/2022,Biscuit Tin,House Collection,NA,BUKIT MERAH VIEW
5936,0.879068893,0.743933762,28/04/2022,Plastic Takeaway Container,Self Disposal,NA,CHANGI SOUTH STREET 2
5937,0.119624764,0.822463099,30/04/2021,Detergent Bottle,Self Disposal,NA,COOLING CLOSE
5938,0.678648424,0.85941657,31/01/2022,Beer Bottle,Self Disposal,NA,LORONG PISANG BATU
5939,0.292959695,0.73621684,19/12/2021,Paint Container,Self Disposal,NA,SENNETT DRIVE
5940,0.084418453,0.221852772,08/02/2021,Bodywash Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5941,0.184534495,0.513729806,02/06/2022,Glass Cosmetic Bottle,House Collection,NA,RAEBURN PARK
5942,0.642445858,0.763599641,29/07/2022,Greeting Card,House Collection,NA,PASIR RIS STREET 12
5943,0.611652333,0.028084048,13/08/2021,Desktop Monitors,House Collection,Greensquare,NA
5944,0.378772076,0.593425718,09/03/2021,Beer Bottle,House Collection,NA,SWETTENHAM ROAD
5945,0.845670044,0.462385158,01/11/2021,Board Games,Self Disposal,PWC-800 Super,NA
5946,0.855320662,0.281020318,03/01/2021,Video Tape,House Collection,Alba,NA
5947,0.859147808,0.302433171,10/02/2022,Plastic Food Bottle,House Collection,Alba,NA
5948,0.876161798,0.384195773,02/08/2021,Coffee Capsules,House Collection,PWC-Alba-WH,NA
5949,0.833965714,0.293829309,22/11/2022,Medicine Blister Pack,House Collection,Alba,NA
5950,0.585120517,0.06636106,02/01/2021,Telephone Directory,Self Disposal,Passiton.org,NA
5951,0.920963922,0.64262235,18/07/2021,Magazine,Self Disposal,NA,JALAN MERLIMAU
5952,0.01749783,0.019368893,31/03/2022,Aerosol Can,House Collection,Greensquare,NA
5953,0.950588275,0.336274969,20/03/2021,Set-Top Boxes,Self Disposal,Alba E-waste Smart Recycling,NA
5954,0.632281277,0.455190025,15/02/2022,Routers,Self Disposal,PWC-800 Super,NA
5955,0.661663574,0.14881122,13/10/2022,Flyer,Self Disposal,Ezi,NA
5956,0.393790191,0.043861809,12/08/2021,Beer Bottle,House Collection,Greensquare,NA
5957,0.064903327,0.057057174,13/06/2022,Bodywash Bottle,Self Disposal,Passiton.org,NA
5958,0.255914778,0.362415046,14/02/2022,Glass Medicine Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
5959,0.03196622,0.047908634,07/02/2021,Aerosol Can,Self Disposal,Passiton.org,NA
5960,0.559890287,0.558233996,21/04/2021,Food Jar,Self Disposal,NA,SILAT ROAD
5961,0.258628959,0.406001662,15/04/2021,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
5962,0.649295739,0.549092193,07/07/2022,Shirts,Self Disposal,NA,COMMONWEALTH CRESCENT
5963,0.982859932,0.96637621,05/08/2021,Toilet Paper Roll,Self Disposal,NA,JALAN ULU SELETAR
5964,0.562224979,0.256408573,13/09/2021,Egg Tray,Self Disposal,Tidy,NA
5965,0.116778358,0.400546702,12/04/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
5966,0.222531655,0.356714308,01/06/2021,Glass Cosmetic Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
5967,0.657144627,0.229690936,09/11/2022,Plant,Self Disposal,Tidy,NA
5968,0.496571501,0.640874157,12/11/2021,Canned Food Can,House Collection,NA,MINBU ROAD
5969,0.906645846,0.270049261,19/12/2021,Walkers,Self Disposal,Tidy,NA
5970,0.26639643,0.681696071,16/12/2021,Glass Medicine Bottle,Self Disposal,NA,LORONG 34 GEYLANG
5971,0.318197852,0.908032027,22/04/2022,Shampoo Bottle,House Collection,NA,BUKIT BATOK STREET 25
5972,0.28128922,0.021972831,29/11/2021,Paint Container,House Collection,Greensquare,NA
5973,0.824945896,0.446705256,16/02/2022,Sandals,Self Disposal,PWC-Sembwaste,NA
5974,0.13163361,0.706349756,16/10/2022,Detergent Bottle,House Collection,NA,DUKU LANE
5975,0.967923083,0.898818049,05/10/2021,Canned Food/Drinks,Self Disposal,NA,TUAS AVENUE 7
5976,0.040239757,0.853450304,17/05/2022,Aerosol Can,House Collection,NA,BEE SAN AVENUE
5977,0.099096508,0.852458093,05/05/2022,Detergent Bottle,Self Disposal,NA,DENHAM CLOSE
5978,0.095327441,0.319940744,04/04/2021,Detergent Bottle,Self Disposal,Alba E-waste Smart Recycling,NA
5979,0.635568624,0.750132639,30/09/2022,Paper Plate,House Collection,NA,JALAN CHEMPAKA KUNING
5980,0.171473252,0.853439392,13/04/2022,Facial Cleanser Bottle,House Collection,NA,BEE SAN AVENUE
5981,0.712005114,0.501458496,08/05/2021,Set-Top Boxes,House Collection,NA,MARINA MALL
5982,0.907396913,0.042807786,18/09/2021,Watches,House Collection,Greensquare,NA
5983,0.990268533,0.681638745,06/08/2022,Servers,House Collection,NA,LORONG 36 GEYLANG
5984,0.038392506,0.853001318,10/01/2021,Aerosol Can,Self Disposal,NA,BINJAI RISE
5985,0.109551624,0.869507236,10/11/2021,Detergent Bottle,House Collection,NA,TUKANG INNOVATION DRIVE
5986,0.037088733,0.241714536,17/06/2022,Aerosol Can,Self Disposal,Tidy,NA
5987,0.137362787,0.101916156,29/11/2021,Facial Cleanser Bottle,Self Disposal,Salvation Army,NA
5988,0.633455433,0.485915517,14/12/2021,Air-Conditioners,Self Disposal,PWC-800 Super,NA
5989,0.982095413,0.143906236,04/03/2021,Plastic Egg Tray,Self Disposal,Ezi,NA
5990,0.453435003,0.951817959,22/12/2021,Biscuit Tin,Self Disposal,NA,SEMBAWANG PLACE
5991,0.654884016,0.640997334,25/07/2021,Instant Noodle Bag,House Collection,NA,MANDALAY ROAD
5992,0.22994293,0.199332197,30/12/2021,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
5993,0.107438889,0.177148103,23/04/2022,Detergent Bottle,Self Disposal,Ezi,NA
5994,0.215027537,0.476109468,12/04/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
5995,0.58403512,0.514406736,29/06/2022,Paper Receipt,Self Disposal,NA,KEE SENG STREET
5996,0.212087963,0.468915297,21/09/2022,Glass Cosmetic Bottle,Self Disposal,PWC-800 Super,NA
5997,0.535050408,0.113705309,19/01/2022,Baking Glassware,Self Disposal,Salvation Army,NA
5998,0.437759552,0.329810063,28/12/2021,Biscuit Tin,Self Disposal,Alba E-waste Smart Recycling,NA
5999,0.201349872,0.204302541,23/04/2021,Glass Cosmetic Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6000,0.34769108,0.982838329,15/11/2021,Shampoo Bottle,House Collection,NA,MAIDA VALE
6001,0.865965913,0.933429534,07/10/2021,Toy Cars,Self Disposal,NA,SUNGEI KADUT WAY
6002,0.573118988,0.855036286,08/05/2022,Tablets,Self Disposal,NA,KISMIS GREEN
6003,0.078197797,0.000557522,02/09/2022,Bodywash Bottle,House Collection,Greensquare,NA
6004,0.192462405,0.140739246,11/05/2022,Glass Cosmetic Bottle,Self Disposal,Ezi,NA
6005,0.768669163,0.990385915,22/03/2022,Shorts,Self Disposal,NA,SELETAR CLOSE
6006,0.549526498,0.694248826,17/04/2021,Watches,House Collection,NA,KAKI BUKIT AVENUE 6
6007,0.571601704,0.800053771,17/07/2022,Towels,Self Disposal,NA,FLOWER ROAD
6008,0.972108636,0.8432359,20/07/2022,Refrigerators,Self Disposal,NA,JALAN LANJUT
6009,0.686811265,0.166239387,02/06/2021,Soft Toys,Self Disposal,Ezi,NA
6010,0.273084899,0.948035068,29/04/2022,Paint Container,House Collection,NA,CANBERRA WALK
6011,0.18270471,0.52553767,24/07/2022,Glass Cosmetic Bottle,House Collection,NA,PASIR PANJANG ROAD
6012,0.891663635,0.176298937,02/02/2022,Light Bulbs,Self Disposal,Ezi,NA
6013,0.866241628,0.751306408,28/07/2022,Car Seats,Self Disposal,NA,BEDOK RIA CRESCENT
6014,0.138945389,0.935724451,25/03/2022,Facial Cleanser Bottle,House Collection,NA,WOODLANDS STREET 11
6015,0.054165453,0.769703371,01/04/2021,Bodywash Bottle,Self Disposal,NA,SIMEI STREET 1
6016,0.94392411,0.621166615,21/03/2022,Ovens,Self Disposal,NA,HOLLAND GROVE TERRACE
6017,0.778969297,0.381811058,22/09/2021,Juice Carton,House Collection,PWC-Alba-WH,NA
6018,0.898431365,0.363450702,02/05/2022,Milk Carton,Self Disposal,Alba E-waste Smart Recycling,NA
6019,0.528589116,0.804297906,07/12/2021,Prams,House Collection,NA,SIRAT ROAD
6020,0.663886005,0.871996931,12/06/2021,Plastic Clothes Hanger,House Collection,NA,JALAN BESUT
6021,0.653490219,0.096149426,11/11/2022,Clothes Dryers,Self Disposal,Salvation Army,NA
6022,0.176876902,0.916694501,13/10/2022,Facial Cleanser Bottle,Self Disposal,NA,SEGAR ROAD
6023,0.039674841,0.553155961,25/09/2022,Aerosol Can,House Collection,NA,JALAN KILANG TIMOR
6024,0.627704777,0.283961484,09/05/2021,Carriers,House Collection,Alba,NA
6025,0.717460785,0.378154256,24/09/2021,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
6026,0.781514496,0.915595815,26/08/2021,Glass Plate,Self Disposal,NA,CASHEW ROAD
6027,0.297374457,0.877806543,06/02/2021,Paint Container,Self Disposal,NA,PIONEER PLACE
6028,0.903534846,0.085018335,24/07/2021,Writing Paper,Self Disposal,Passiton.org,NA
6029,0.807235267,0.306014652,26/05/2022,Walkers,House Collection,Alba,NA
6030,0.819254954,0.368314541,25/06/2022,Plastic Drink Bottle,House Collection,PWC-Alba-WH,NA
6031,0.607969688,0.40840231,16/04/2022,High Chairs,House Collection,PWC-Alba-WH,NA
6032,0.783458499,0.015568257,11/09/2022,Plastic Film Packaging,House Collection,Greensquare,NA
6033,0.595920552,0.918530365,01/12/2022,Paper Towel,House Collection,NA,JALAN TEKAD
6034,0.256914091,0.202282722,17/02/2022,Glass Medicine Bottle,Self Disposal,Gee Hoe Seng Pte Ltd,NA
6035,0.291965488,0.458260597,06/11/2021,Paint Container,Self Disposal,PWC-800 Super,NA
6036,0.55359198,0.27660454,23/09/2022,Light Bulbs,House Collection,Alba,NA
6037,0.283702039,0.621924593,30/08/2021,Paint Container,Self Disposal,NA,GROVE CRESCENT
6038,0.866881231,0.23381283,01/05/2021,Walkers,Self Disposal,Tidy,NA
6039,0.149781255,0.050295513,07/12/2021,Facial Cleanser Bottle,Self Disposal,Passiton.org,NA
6040,0.387397783,0.970192943,21/04/2022,Beer Bottle,House Collection,NA,SPRINGSIDE ROAD
6041,0.094036633,0.772989131,10/12/2021,Detergent Bottle,Self Disposal,NA,TAMPINES CENTRAL 8
6042,0.399362945,0.481535399,02/01/2021,Beer Bottle,Self Disposal,PWC-800 Super,NA
6043,0.832566945,0.073777971,27/05/2021,Personal Mobility Devices,Self Disposal,Passiton.org,NA
